,Unnamed: 0,Q2A1,Q5_1,QQ_1,QQ_2,QQ_3,QQ_4,QQ_5,QQ_6,QQ_7,QQ_8,QQ_9,QQ_10,QQ_11,QQ_12,QQ_13,QQ_14,CQ14_1T,D_COU,D_GEN,Q16_a
828,828,4.0,3.0,0,1,1,1,1,0,0,0,0,0,1,1,1,0,5.0,15,1.0,0
829,829,4.0,1.0,0,1,1,1,0,1,0,0,0,0,0,0,0,1,5.0,18,1.0,1
830,830,3.0,1.0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,4.0,18,1.0,1
831,831,3.0,1.0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,3.0,18,1.0,1
832,832,1.0,2.0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,2.0,18,2.0,1
833,833,2.0,1.0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,2.0,15,2.0,1
834,834,3.0,1.0,0,1,1,1,1,0,0,0,0,0,0,1,0,1,3.0,18,1.0,1
835,835,1.0,1.0,0,1,1,0,1,0,0,0,1,0,0,0,0,1,3.0,15,2.0,1
836,836,1.0,1.0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,3.0,15,1.0,0
837,837,1.0,3.0,0,1,1,0,0,0,0,1,0,1,0,1,0,1,5.0,15,1.0,1
838,838,4.0,2.0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,2.0,15,1.0,0
839,839,1.0,1.0,1,1,1,1,1,1,1,0,1,0,0,0,0,1,2.0,15,2.0,1
840,840,1.0,3.0,0,1,1,1,1,1,0,0,0,0,1,1,0,0,3.0,15,1.0,0
841,841,4.0,2.0,0,1,0,1,0,1,0,1,0,0,1,0,0,1,2.0,18,2.0,1
842,842,3.0,1.0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,2.0,18,1.0,1
843,843,1.0,1.0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,2.0,18,1.0,1
844,844,1.0,2.0,0,1,0,1,1,1,1,0,1,1,1,0,0,1,3.0,18,2.0,1
845,845,1.0,1.0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,5.0,18,2.0,1
846,846,3.0,2.0,0,1,1,0,1,0,0,0,1,1,1,1,0,0,2.0,18,2.0,1
847,847,1.0,1.0,1,1,1,1,0,0,1,0,0,0,0,0,0,1,2.0,18,2.0,1
848,848,2.0,2.0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,3.0,18,1.0,1
849,849,2.0,1.0,0,1,1,0,0,1,1,1,0,0,0,0,0,1,4.0,18,1.0,1
850,850,1.0,1.0,0,1,1,1,0,0,1,0,0,0,0,0,0,1,4.0,18,2.0,1
851,851,2.0,1.0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,2.0,18,1.0,1
852,852,2.0,2.0,0,1,0,1,1,0,0,0,1,0,1,1,0,0,4.0,15,1.0,1
853,853,2.0,1.0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1.0,18,1.0,1
854,854,3.0,1.0,1,1,1,1,1,1,0,0,0,0,0,1,0,1,6.0,15,1.0,1
855,855,1.0,2.0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,2.0,15,1.0,1
856,856,2.0,1.0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,3.0,18,2.0,1
857,857,1.0,1.0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,2.0,15,1.0,0
858,858,2.0,1.0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,5.0,18,2.0,0
859,859,2.0,1.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,2.0,15,1.0,1
860,860,2.0,1.0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,3.0,18,2.0,1
861,861,1.0,1.0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,6.0,15,2.0,0
862,862,1.0,2.0,1,1,1,1,0,0,0,0,0,0,1,0,0,1,1.0,15,1.0,1
863,863,1.0,1.0,1,1,1,1,1,0,0,0,0,0,0,0,0,1,6.0,15,1.0,1
864,864,4.0,2.0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,3.0,15,1.0,1
865,865,2.0,1.0,0,1,1,1,0,1,1,0,0,0,0,0,0,1,3.0,18,1.0,0
866,866,2.0,1.0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,3.0,18,1.0,1
867,867,1.0,2.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,3.0,18,2.0,1
868,868,2.0,1.0,1,1,1,1,1,1,1,0,0,0,0,0,0,1,3.0,18,1.0,1
869,869,2.0,1.0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,3.0,18,1.0,1
870,870,2.0,1.0,0,1,0,1,1,1,0,0,0,0,0,0,0,1,3.0,18,2.0,1
871,871,2.0,1.0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,4.0,18,2.0,1
872,872,2.0,1.0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,2.0,18,2.0,0
873,873,1.0,1.0,1,1,1,1,1,1,1,0,0,0,0,0,0,1,3.0,18,2.0,1
874,874,2.0,1.0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1.0,7,1.0,1
875,875,3.0,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1.0,7,1.0,0
876,876,4.0,1.0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,1.0,7,1.0,1
877,877,4.0,1.0,0,1,1,1,1,0,0,1,0,0,0,0,0,1,2.0,7,1.0,1
878,878,4.0,1.0,1,1,1,1,0,1,0,0,0,0,0,0,0,1,3.0,7,1.0,1
879,879,3.0,1.0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,3.0,7,2.0,1
880,880,3.0,1.0,1,1,0,0,0,1,0,1,0,0,0,0,0,1,2.0,7,2.0,1
881,881,2.0,1.0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,4.0,7,2.0,0
882,882,2.0,1.0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,2.0,7,2.0,1
883,883,3.0,1.0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,3.0,7,2.0,0
884,884,3.0,1.0,0,1,1,1,0,0,0,0,0,0,0,0,1,1,1.0,7,1.0,1
885,885,2.0,1.0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,6.0,7,2.0,0
886,886,2.0,1.0,0,1,1,1,0,1,0,0,0,0,1,1,0,1,1.0,7,2.0,1
887,887,1.0,3.0,0,1,1,1,1,0,1,0,0,0,0,1,1,1,4.0,7,1.0,1
888,888,2.0,1.0,1,1,1,1,1,0,0,0,0,0,1,0,0,1,2.0,7,2.0,1
889,889,4.0,2.0,0,1,1,0,1,0,0,0,0,1,1,0,0,1,2.0,7,1.0,1
890,890,4.0,1.0,0,1,1,1,1,0,0,0,0,0,1,0,0,1,2.0,7,2.0,1
891,891,2.0,1.0,0,1,1,1,1,1,0,0,0,0,1,1,0,1,3.0,7,2.0,1
892,892,2.0,1.0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,1.0,7,1.0,1
893,893,2.0,1.0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,3.0,7,2.0,1
894,894,1.0,1.0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1.0,7,2.0,1
895,895,2.0,1.0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,1.0,7,2.0,1
896,896,3.0,1.0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,2.0,7,1.0,1
897,897,3.0,1.0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,2.0,18,2.0,0
898,898,3.0,1.0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,1.0,7,2.0,1
899,899,3.0,1.0,0,1,0,1,1,0,1,0,0,0,0,1,0,0,2.0,7,2.0,1
900,900,3.0,1.0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1.0,7,1.0,1
901,901,3.0,1.0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1.0,7,2.0,1
902,902,2.0,1.0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,2.0,7,2.0,1
903,903,4.0,2.0,1,1,1,1,1,0,1,1,0,0,1,0,0,1,1.0,7,2.0,1
904,904,4.0,2.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.0,7,1.0,1
905,905,4.0,1.0,0,1,1,1,1,1,0,0,1,0,0,0,0,1,3.0,7,1.0,1
906,906,2.0,1.0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,2.0,7,2.0,1
907,907,3.0,1.0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,3.0,7,2.0,0
908,908,1.0,3.0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,3.0,7,1.0,1
909,909,2.0,1.0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,3.0,7,1.0,0
910,910,1.0,1.0,0,1,1,1,0,0,1,0,0,0,0,0,0,1,3.0,7,2.0,0
911,911,3.0,1.0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,2.0,7,2.0,1
912,912,3.0,1.0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,2.0,7,1.0,1
913,913,1.0,3.0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,3.0,7,2.0,1
914,914,2.0,1.0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,2.0,7,2.0,0
915,915,2.0,1.0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,5.0,7,2.0,1
916,916,2.0,1.0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,3.0,7,2.0,0
917,917,2.0,1.0,0,1,1,1,1,1,1,0,0,0,0,0,0,1,2.0,7,1.0,1
918,918,2.0,1.0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,2.0,7,1.0,0
919,919,2.0,1.0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,2.0,7,2.0,1
920,920,2.0,1.0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,3.0,7,2.0,1
921,921,2.0,1.0,1,1,1,1,1,0,0,0,0,1,0,0,0,1,1.0,7,2.0,0
922,922,2.0,1.0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,4.0,7,1.0,1
923,923,2.0,1.0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,4.0,7,2.0,1
924,924,2.0,1.0,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1.0,7,1.0,1
925,925,2.0,1.0,1,1,1,1,0,1,0,0,0,0,0,0,0,1,2.0,7,2.0,0
926,926,2.0,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,2.0,7,1.0,0
927,927,2.0,1.0,0,1,1,1,0,0,1,0,0,0,0,0,0,1,3.0,7,2.0,1
928,928,2.0,1.0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,2.0,7,2.0,1
929,929,2.0,1.0,1,1,1,1,1,0,0,1,0,0,0,1,1,1,3.0,7,1.0,1
930,930,2.0,1.0,0,1,1,1,1,1,1,1,1,0,0,0,0,1,4.0,7,2.0,1
931,931,2.0,1.0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,1.0,7,2.0,1
932,932,4.0,1.0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1.0,7,1.0,0
933,933,1.0,1.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1.0,7,2.0,1
934,934,2.0,1.0,1,1,1,1,1,0,0,0,0,0,0,0,0,1,2.0,7,1.0,1
935,935,3.0,3.0,0,1,1,1,0,0,1,0,0,0,1,1,0,1,2.0,7,2.0,0
936,936,2.0,1.0,1,1,1,1,1,1,0,1,0,0,0,0,0,0,3.0,7,1.0,1
937,937,1.0,2.0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,5.0,7,1.0,1
938,938,2.0,1.0,1,1,1,1,1,0,0,0,1,1,0,0,0,0,3.0,7,1.0,1
939,939,1.0,1.0,0,1,1,1,1,0,0,1,1,1,0,0,0,0,1.0,7,2.0,1
940,940,4.0,1.0,0,1,1,1,1,1,0,0,0,0,0,0,0,1,3.0,7,1.0,1
941,941,2.0,1.0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,3.0,7,1.0,1
942,942,1.0,1.0,1,1,1,1,0,1,0,0,0,1,0,0,0,1,2.0,18,2.0,1
943,943,2.0,1.0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,2.0,7,2.0,1
944,944,3.0,1.0,0,1,1,1,1,1,0,0,1,0,0,0,0,0,2.0,7,2.0,1
945,945,3.0,1.0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1.0,7,1.0,1
946,946,1.0,2.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2.0,7,1.0,1
947,947,3.0,3.0,1,1,1,1,1,1,1,0,0,0,0,0,0,1,2.0,7,2.0,0
948,948,3.0,1.0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,2.0,7,2.0,0
949,949,2.0,1.0,0,1,1,1,0,0,0,0,1,0,0,0,0,1,3.0,7,2.0,1
950,950,3.0,1.0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1.0,7,2.0,0
951,951,2.0,1.0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,2.0,7,1.0,1
952,952,2.0,1.0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,2.0,7,2.0,1
953,953,3.0,1.0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1.0,7,2.0,0
954,954,2.0,1.0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1.0,7,2.0,1
955,955,2.0,1.0,1,1,1,1,1,1,0,0,0,0,0,0,0,1,3.0,7,2.0,1
956,956,2.0,1.0,0,1,1,1,0,1,0,1,0,0,0,0,0,0,1.0,7,1.0,0
957,957,1.0,1.0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,3.0,7,1.0,1
958,958,2.0,1.0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,2.0,7,2.0,0
959,959,2.0,1.0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,3.0,7,2.0,1
960,960,1.0,2.0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,3.0,7,1.0,1
961,961,2.0,1.0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1.0,7,1.0,1
962,962,2.0,1.0,0,1,1,0,1,0,1,0,0,0,0,0,0,1,1.0,7,1.0,1
963,963,2.0,1.0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,2.0,7,2.0,1
964,964,1.0,1.0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,3.0,7,2.0,1
965,965,2.0,1.0,1,1,0,1,0,1,0,1,0,0,0,0,0,0,1.0,7,2.0,0
966,966,1.0,2.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.0,7,1.0,0
967,967,2.0,1.0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,2.0,18,1.0,0
968,968,1.0,2.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.0,18,1.0,0
969,969,1.0,2.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,3.0,7,1.0,1
970,970,1.0,3.0,1,1,1,1,0,1,0,0,0,0,0,1,0,0,2.0,7,1.0,1
971,971,1.0,3.0,1,1,1,1,0,1,0,0,0,0,0,1,0,0,2.0,7,1.0,1
972,972,1.0,2.0,0,1,1,1,0,1,0,0,0,0,1,1,0,0,2.0,7,2.0,1
973,973,1.0,3.0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,4.0,7,2.0,1
974,974,3.0,1.0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,2.0,7,2.0,0
975,975,3.0,1.0,1,1,1,1,1,1,0,0,0,0,0,0,0,1,3.0,7,2.0,0
976,976,1.0,3.0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,2.0,7,2.0,1
977,977,1.0,1.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,2.0,7,2.0,1
978,978,2.0,1.0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,2.0,7,2.0,1
979,979,1.0,1.0,0,1,1,1,0,0,1,0,0,0,0,0,0,1,2.0,7,2.0,1
980,980,3.0,1.0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,2.0,7,2.0,1
981,981,1.0,3.0,0,1,1,1,1,0,0,0,0,0,0,1,0,0,1.0,7,2.0,1
982,982,1.0,2.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.0,7,1.0,1
983,983,2.0,1.0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,2.0,7,2.0,1
984,984,1.0,2.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1.0,18,1.0,1
985,985,1.0,2.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2.0,18,2.0,0
986,986,2.0,1.0,0,1,1,1,0,1,0,1,0,0,0,0,0,0,2.0,18,2.0,1
987,987,2.0,1.0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,3.0,18,2.0,1
988,988,3.0,1.0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1.0,7,2.0,0
989,989,1.0,1.0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1.0,7,2.0,1
990,990,1.0,2.0,0,1,1,1,1,0,0,0,0,0,1,0,0,1,5.0,15,1.0,1
991,991,1.0,2.0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,6.0,7,1.0,1
992,992,2.0,2.0,1,1,1,1,1,1,1,0,1,0,0,0,0,1,3.0,18,1.0,1
993,993,1.0,1.0,0,1,0,1,1,1,1,0,1,0,0,0,0,1,5.0,15,1.0,1
994,994,4.0,1.0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,5.0,18,1.0,1
995,995,1.0,1.0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,2.0,18,2.0,1
996,996,2.0,1.0,1,1,1,1,1,1,0,0,0,0,0,0,0,1,2.0,7,2.0,1
997,997,2.0,1.0,1,1,1,1,1,1,1,1,1,0,0,0,0,1,4.0,18,1.0,1
998,998,2.0,3.0,1,1,0,1,1,0,0,0,1,0,0,1,0,0,2.0,15,2.0,1
999,999,2.0,1.0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,5.0,18,1.0,1
1000,1000,1.0,2.0,1,1,1,1,0,1,0,0,0,0,0,0,0,1,3.0,18,1.0,1
1001,1001,2.0,1.0,0,1,1,1,1,1,0,0,0,0,0,0,0,1,3.0,7,2.0,1
1002,1002,4.0,1.0,1,1,0,0,1,1,0,0,0,0,0,0,0,1,3.0,18,1.0,1
1003,1003,2.0,1.0,1,1,1,1,1,1,0,0,0,0,0,0,0,1,2.0,18,1.0,1
1004,1004,1.0,1.0,1,1,0,0,1,0,1,0,0,0,1,0,0,1,2.0,18,2.0,1
1005,1005,2.0,1.0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,4.0,7,1.0,1
1006,1006,3.0,1.0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,2.0,18,2.0,1
1007,1007,2.0,1.0,0,1,0,1,1,0,1,0,0,0,0,0,0,1,1.0,18,2.0,1
1008,1008,2.0,1.0,0,1,1,1,1,0,0,0,0,0,0,1,0,1,1.0,7,1.0,1
1009,1009,3.0,1.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,2.0,18,2.0,1
1010,1010,2.0,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3.0,18,2.0,1
1011,1011,2.0,3.0,1,1,0,1,1,1,0,0,0,0,0,1,0,1,2.0,7,1.0,1
1012,1012,3.0,2.0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1.0,18,1.0,1
1013,1013,2.0,1.0,1,1,1,1,1,1,0,1,1,1,0,0,0,1,3.0,18,2.0,1
1014,1014,2.0,1.0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,2.0,7,2.0,1
1015,1015,4.0,1.0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,2.0,18,1.0,1
1016,1016,3.0,1.0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,2.0,7,2.0,1
1017,1017,2.0,1.0,1,1,1,1,1,1,1,0,0,0,0,0,0,1,3.0,18,2.0,1
1018,1018,2.0,1.0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,3.0,7,2.0,1
1019,1019,2.0,1.0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,2.0,18,1.0,0
1020,1020,3.0,1.0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,6.0,15,2.0,0
1021,1021,1.0,1.0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,2.0,15,1.0,1
1022,1022,1.0,1.0,0,1,1,0,1,0,0,0,1,1,0,0,0,1,4.0,15,1.0,1
1023,1023,1.0,3.0,0,1,1,1,0,1,0,0,0,1,0,1,0,1,4.0,15,1.0,1
1024,1024,4.0,1.0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,3.0,18,1.0,1
1025,1025,1.0,2.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4.0,15,1.0,1
1026,1026,3.0,1.0,1,1,1,1,1,0,1,0,1,0,0,0,0,1,5.0,15,2.0,1
1027,1027,4.0,1.0,1,1,1,1,1,1,0,1,1,0,0,0,0,1,3.0,18,1.0,1
1028,1028,4.0,2.0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,5.0,15,1.0,1
1029,1029,4.0,2.0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,4.0,18,2.0,1
1030,1030,4.0,1.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,3.0,18,2.0,1
1031,1031,2.0,1.0,1,1,1,1,1,1,1,0,0,0,0,0,0,1,2.0,18,1.0,1
1032,1032,4.0,1.0,1,1,1,1,0,0,0,0,0,0,1,0,0,1,1.0,18,2.0,1
1033,1033,1.0,3.0,0,1,0,1,1,1,0,0,0,0,1,1,0,0,6.0,15,1.0,1
1034,1034,1.0,2.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,4.0,15,1.0,1
1035,1035,2.0,2.0,1,1,1,1,1,1,0,1,0,0,0,0,0,1,3.0,18,1.0,1
1036,1036,4.0,1.0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,2.0,18,1.0,1
1037,1037,2.0,1.0,0,1,1,1,1,1,0,0,0,1,0,0,0,1,2.0,15,2.0,1
1038,1038,2.0,1.0,1,1,1,1,1,0,0,0,0,0,0,0,0,1,2.0,18,1.0,1
1039,1039,4.0,1.0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,4.0,18,2.0,1
1040,1040,1.0,2.0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,5.0,15,2.0,1
1041,1041,2.0,1.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4.0,15,1.0,1
1042,1042,1.0,1.0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,4.0,15,2.0,1
1043,1043,1.0,1.0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,3.0,18,2.0,0
1044,1044,2.0,1.0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,5.0,15,2.0,1
1045,1045,4.0,1.0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,3.0,18,1.0,1
1046,1046,2.0,1.0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,2.0,18,2.0,1
1047,1047,2.0,1.0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,2.0,18,1.0,1
1048,1048,4.0,2.0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,3.0,15,1.0,1
1049,1049,3.0,1.0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,2.0,18,2.0,1
1050,1050,3.0,1.0,1,1,1,1,1,1,0,0,0,0,0,0,0,1,3.0,18,1.0,1
1051,1051,1.0,3.0,1,1,1,1,1,1,0,1,1,0,1,1,1,1,2.0,15,2.0,1
1052,1052,2.0,1.0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,6.0,15,1.0,1
1053,1053,2.0,1.0,0,1,0,1,1,1,0,0,1,0,0,0,0,1,5.0,15,2.0,0
1054,1054,3.0,1.0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,3.0,15,1.0,1
1055,1055,2.0,1.0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,5.0,15,1.0,1
1056,1056,2.0,1.0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,4.0,18,1.0,1
1057,1057,1.0,2.0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,3.0,15,1.0,1
1058,1058,5.0,1.0,1,1,1,1,1,1,1,0,0,0,0,0,0,1,4.0,18,1.0,1
1059,1059,1.0,1.0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,3.0,18,2.0,1
1060,1060,2.0,2.0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,3.0,15,1.0,1
1061,1061,2.0,1.0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,2.0,18,2.0,1
1062,1062,1.0,3.0,1,1,1,1,1,1,1,1,0,0,0,1,0,1,6.0,18,2.0,1
1063,1063,1.0,1.0,1,1,1,1,0,1,0,0,0,0,0,0,0,1,6.0,15,1.0,1
1064,1064,2.0,1.0,1,1,1,1,1,1,1,0,0,0,0,0,0,1,4.0,18,2.0,1
1065,1065,1.0,2.0,1,1,1,1,1,1,0,1,1,0,1,1,1,1,4.0,15,1.0,1
1066,1066,1.0,1.0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,2.0,15,1.0,1
1067,1067,2.0,1.0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,5.0,18,1.0,1
1068,1068,2.0,1.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,6.0,15,1.0,1
1069,1069,2.0,1.0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,3.0,15,1.0,1
1070,1070,1.0,1.0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,2.0,15,1.0,1
1071,1071,1.0,1.0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,6.0,15,1.0,0
1072,1072,1.0,1.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,6.0,15,1.0,0
1073,1073,1.0,1.0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,4.0,15,1.0,1
1074,1074,2.0,1.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4.0,15,1.0,0
1075,1075,1.0,1.0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,5.0,15,1.0,1
1076,1076,1.0,1.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2.0,15,2.0,0
1077,1077,1.0,1.0,0,1,0,0,1,0,0,1,1,1,0,0,1,1,5.0,15,1.0,0
1078,1078,2.0,3.0,0,1,0,0,0,1,1,1,0,0,0,1,0,1,6.0,15,1.0,0
1079,1079,1.0,1.0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,7.0,15,1.0,1
1080,1080,2.0,1.0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,5.0,15,2.0,1
1081,1081,1.0,3.0,0,1,0,1,1,1,0,1,0,0,0,1,0,0,1.0,15,1.0,1
1082,1082,3.0,1.0,0,1,0,1,0,1,1,0,1,0,1,0,0,1,6.0,15,1.0,1
1083,1083,1.0,1.0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,5.0,7,1.0,1
1084,1084,3.0,2.0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,2.0,15,1.0,1
1085,1085,2.0,1.0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,5.0,18,1.0,1
1086,1086,1.0,1.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,2.0,7,2.0,1
1087,1087,4.0,3.0,1,1,1,1,0,1,0,0,0,0,1,0,0,1,2.0,18,1.0,1
1088,1088,2.0,1.0,0,1,1,1,1,1,0,0,0,1,0,0,0,1,2.0,7,2.0,1
1089,1089,2.0,1.0,1,1,1,1,1,0,0,0,1,1,0,0,0,0,1.0,7,2.0,1
1090,1090,2.0,1.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,3.0,7,2.0,1
