,Unnamed: 0,Q2A1,Q5_1,QQ_1,QQ_2,QQ_3,QQ_4,QQ_5,QQ_6,QQ_7,QQ_8,QQ_9,QQ_10,QQ_11,QQ_12,QQ_13,QQ_14,CQ14_1T,D_COU,D_GEN,Q16_a
1764,11753,2.0,1.0,0,1,1,1,1,1,0,1,0,1,0,0,0,0,4.0,0,2.0,1
1765,11754,2.0,1.0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,2.0,0,1.0,1
1766,11755,2.0,1.0,1,1,1,0,1,0,0,0,0,1,0,0,0,0,1.0,0,2.0,1
1767,11756,2.0,1.0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,5.0,0,2.0,1
1768,11757,2.0,1.0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,4.0,0,1.0,1
1769,11758,2.0,1.0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,3.0,0,1.0,1
1770,11759,3.0,1.0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,4.0,0,2.0,1
1771,11760,3.0,1.0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,4.0,0,2.0,1
1772,11761,3.0,1.0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,3.0,0,1.0,1
1773,11762,2.0,1.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,5.0,0,2.0,1
1774,11763,2.0,1.0,1,1,1,1,1,1,0,1,1,0,0,0,0,0,6.0,0,1.0,1
1775,11764,2.0,1.0,1,1,1,1,1,0,0,0,1,0,0,0,0,0,3.0,0,1.0,1
1776,11765,1.0,2.0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,6.0,0,1.0,1
1777,11766,1.0,2.0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,4.0,0,1.0,1
1778,11767,2.0,1.0,1,1,1,1,1,1,0,1,1,0,0,0,0,0,4.0,0,1.0,1
1779,11768,2.0,1.0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,3.0,0,2.0,1
1780,11769,2.0,1.0,1,1,1,0,1,1,0,1,1,1,0,0,0,0,3.0,0,2.0,1
1781,11770,2.0,1.0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,3.0,0,1.0,1
1782,11771,2.0,1.0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,3.0,0,1.0,1
1783,11772,2.0,1.0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,5.0,0,1.0,1
1784,11773,1.0,2.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,3.0,0,1.0,1
1785,11774,2.0,1.0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,3.0,0,2.0,1
1786,11775,3.0,1.0,1,1,1,1,0,1,0,1,0,0,0,0,0,0,2.0,0,2.0,1
1787,11776,2.0,1.0,1,1,0,1,1,1,0,1,1,0,0,0,0,0,3.0,0,2.0,1
1788,11777,2.0,1.0,1,1,1,1,0,1,0,0,0,1,0,0,0,0,2.0,0,1.0,1
1789,11778,3.0,1.0,1,1,0,1,1,1,1,1,0,0,0,0,0,0,3.0,0,2.0,1
1790,11779,2.0,1.0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,2.0,0,2.0,1
1791,11780,1.0,1.0,1,1,1,1,1,1,0,1,0,0,0,0,0,0,2.0,0,2.0,1
1792,11781,3.0,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0,1.0,1
1793,11782,4.0,2.0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1.0,0,1.0,1
1794,11783,1.0,3.0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,5.0,0,2.0,1
1795,11784,2.0,5.0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1.0,0,2.0,1
1796,11785,1.0,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,2.0,1
1797,11786,3.0,2.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1.0,0,1.0,1
1798,11787,3.0,1.0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1.0,0,1.0,0
1799,11788,3.0,1.0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,3.0,0,1.0,1
1800,11789,3.0,1.0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,1.0,0,2.0,1
1801,11790,1.0,1.0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,5.0,0,2.0,1
1802,11791,2.0,1.0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1.0,0,1.0,1
1803,11792,2.0,1.0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,2.0,0,1.0,1
1804,11793,1.0,1.0,1,1,1,1,1,1,0,1,1,1,0,0,0,0,5.0,0,2.0,1
1805,11794,2.0,1.0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,3.0,0,2.0,1
1806,11795,4.0,2.0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,2.0,0,1.0,1
1807,11796,2.0,1.0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,3.0,0,2.0,1
1808,11797,1.0,2.0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,6.0,0,1.0,1
1809,11798,1.0,2.0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,3.0,0,1.0,1
1810,11799,4.0,2.0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,5.0,0,2.0,1
1811,11800,4.0,2.0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1.0,0,2.0,0
1812,11801,4.0,2.0,1,1,1,1,1,0,1,0,0,0,1,0,0,0,2.0,0,1.0,1
1813,11802,4.0,1.0,1,1,1,1,0,1,1,1,0,0,0,0,0,0,3.0,0,2.0,1
1814,11803,4.0,2.0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,4.0,0,2.0,1
1815,11804,4.0,1.0,1,1,1,1,0,1,0,0,0,0,1,0,0,0,3.0,0,2.0,1
1816,11805,2.0,1.0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,2.0,0,2.0,1
1817,11806,2.0,1.0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1.0,0,1.0,1
1818,11807,4.0,2.0,1,1,1,1,0,0,0,0,0,0,1,1,0,0,1.0,0,1.0,1
1819,11808,4.0,2.0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,3.0,0,1.0,1
1820,11809,3.0,1.0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,3.0,0,2.0,1
1821,11810,1.0,1.0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,6.0,0,2.0,1
1822,11811,1.0,1.0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,2.0,0,2.0,1
1823,11812,1.0,1.0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,2.0,0,2.0,1
1824,11813,3.0,1.0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,2.0,0,2.0,1
1825,11814,2.0,1.0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,2.0,0,1.0,0
1826,11815,2.0,1.0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1.0,0,1.0,1
1827,11816,3.0,1.0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,1.0,0,1.0,1
1828,11817,3.0,1.0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,1.0,0,2.0,1
1829,11818,2.0,1.0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,2.0,0,1.0,1
1830,11819,2.0,1.0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,5.0,0,2.0,1
1831,11820,2.0,1.0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,2.0,0,1.0,1
1832,11821,4.0,3.0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,3.0,0,1.0,1
1833,11822,2.0,1.0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,3.0,0,2.0,1
1834,11823,4.0,2.0,1,1,1,1,0,0,1,0,1,0,1,0,0,0,6.0,0,1.0,1
1835,11824,3.0,3.0,1,1,1,1,1,0,0,0,0,0,1,0,0,0,1.0,0,1.0,1
1836,11825,2.0,1.0,0,1,1,1,0,0,1,1,0,1,0,0,0,0,1.0,0,2.0,1
1837,11826,2.0,1.0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,3.0,0,2.0,1
1838,11827,4.0,2.0,1,1,1,1,1,1,0,1,1,0,1,0,0,0,2.0,0,1.0,1
1839,11828,1.0,3.0,1,1,1,1,1,1,0,0,0,0,0,1,0,0,1.0,0,2.0,1
1840,11829,1.0,2.0,1,1,1,1,0,0,0,1,0,0,1,0,1,0,3.0,0,1.0,1
1841,11830,1.0,3.0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,5.0,0,2.0,1
1842,11831,3.0,2.0,1,1,1,1,1,0,0,0,0,0,0,1,1,0,3.0,0,2.0,1
1843,11832,1.0,1.0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1.0,0,2.0,1
1844,11833,2.0,1.0,1,1,0,0,1,0,1,0,1,0,0,0,0,0,4.0,0,1.0,1
1845,11834,1.0,1.0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,2.0,0,2.0,1
1846,11835,3.0,1.0,1,1,1,1,0,0,1,1,0,0,0,0,0,0,2.0,0,1.0,1
1847,11836,3.0,1.0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,2.0,0,2.0,1
1848,11837,2.0,1.0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,3.0,0,1.0,1
1849,11838,2.0,1.0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,1.0,0,1.0,1
1850,11839,3.0,1.0,1,1,1,1,1,0,1,1,1,0,0,0,0,0,2.0,0,1.0,1
1851,11840,2.0,1.0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,2.0,0,2.0,1
1852,11841,2.0,1.0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,2.0,0,1.0,1
1853,11842,3.0,1.0,0,1,1,1,1,0,1,1,0,0,0,0,0,0,1.0,0,2.0,1
1854,11843,3.0,1.0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,3.0,0,2.0,1
1855,11844,3.0,1.0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,3.0,0,2.0,1
1856,11845,3.0,1.0,1,1,1,1,1,1,0,0,1,0,0,0,0,0,3.0,0,2.0,1
1857,11846,3.0,1.0,0,1,0,1,1,1,0,1,0,0,0,0,0,0,2.0,0,2.0,0
1858,11847,3.0,1.0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,3.0,0,2.0,1
1859,11848,4.0,2.0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,2.0,0,1.0,1
1860,11849,3.0,1.0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,2.0,0,2.0,1
1861,11850,4.0,1.0,1,1,1,1,1,1,1,1,1,1,0,1,0,0,5.0,0,2.0,1
1862,11851,1.0,2.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,5.0,0,2.0,0
1863,11852,4.0,2.0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,4.0,0,1.0,1
1864,11853,2.0,1.0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,5.0,0,2.0,1
1865,11854,4.0,1.0,1,1,1,1,0,0,1,1,0,0,0,0,0,0,2.0,0,1.0,1
1866,11855,2.0,1.0,1,1,1,1,0,0,1,0,0,1,0,0,0,0,2.0,0,2.0,1
1867,11856,3.0,1.0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,4.0,0,2.0,1
1868,11857,4.0,2.0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,5.0,0,1.0,1
1869,11858,1.0,1.0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,4.0,0,2.0,1
1870,11859,2.0,1.0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,4.0,0,1.0,1
1871,11860,1.0,2.0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,2.0,0,1.0,1
1872,11861,1.0,3.0,1,1,0,1,1,0,0,0,0,0,1,1,0,0,3.0,0,2.0,1
1873,11862,2.0,1.0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,2.0,0,1.0,1
1874,11863,1.0,1.0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,2.0,0,1.0,1
1875,11864,2.0,2.0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,3.0,0,1.0,1
1876,11865,1.0,1.0,1,1,1,1,0,0,1,1,0,0,0,0,0,0,2.0,0,2.0,0
1877,11866,2.0,1.0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,3.0,0,2.0,1
1878,11867,2.0,5.0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1.0,0,1.0,1
1879,11868,1.0,5.0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,4.0,0,2.0,1
1880,11869,1.0,2.0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,2.0,0,1.0,1
1881,11870,2.0,1.0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,4.0,0,2.0,1
1882,11871,2.0,1.0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,3.0,0,1.0,1
1883,11872,3.0,1.0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,5.0,0,2.0,1
1884,11873,2.0,1.0,1,1,1,1,1,1,0,1,0,0,0,0,0,0,1.0,0,1.0,1
1885,11874,4.0,1.0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,5.0,0,1.0,1
1886,11875,4.0,1.0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,3.0,0,1.0,0
1887,11876,4.0,2.0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1.0,0,2.0,1
1888,11877,1.0,2.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,4.0,0,2.0,1
1889,11878,2.0,5.0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,2.0,0,2.0,1
1890,11879,4.0,2.0,1,1,1,1,1,0,0,0,0,0,0,1,0,0,3.0,0,2.0,1
1891,11880,4.0,1.0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,3.0,0,2.0,1
1892,11881,2.0,1.0,1,1,1,1,1,1,1,0,1,0,1,0,0,0,3.0,0,1.0,1
1893,11882,4.0,2.0,1,1,1,1,0,0,0,1,0,0,1,0,0,0,4.0,0,2.0,1
1894,11883,4.0,1.0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,2.0,0,2.0,1
1895,11884,4.0,1.0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,2.0,0,2.0,1
1896,11885,2.0,1.0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,2.0,0,2.0,1
1897,11886,2.0,1.0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,2.0,0,1.0,1
1898,11887,2.0,1.0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1.0,0,1.0,1
1899,11888,4.0,2.0,1,1,1,1,0,1,0,1,0,1,0,1,0,0,2.0,0,1.0,1
1900,11889,1.0,1.0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,2.0,0,2.0,1
1901,11890,2.0,1.0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1.0,0,2.0,1
1902,11891,2.0,1.0,1,1,1,1,0,1,0,1,0,0,0,0,0,0,2.0,0,1.0,1
1903,11892,1.0,1.0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,2.0,0,1.0,1
1904,11893,1.0,1.0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,2.0,0,2.0,1
1905,11894,2.0,1.0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,5.0,0,2.0,1
1906,11895,2.0,1.0,1,1,1,1,1,0,1,0,1,0,0,0,0,0,3.0,0,1.0,1
1907,11896,4.0,2.0,1,1,1,1,1,1,0,1,0,0,0,0,0,0,3.0,0,1.0,0
1908,11897,2.0,1.0,1,1,1,1,1,0,1,1,0,0,0,0,0,0,3.0,0,2.0,1
1909,11898,4.0,1.0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,3.0,0,2.0,1
1910,11899,4.0,1.0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,4.0,0,1.0,1
1911,11900,4.0,1.0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,2.0,0,1.0,1
1912,11901,1.0,1.0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,4.0,0,1.0,1
1913,11902,2.0,1.0,1,1,0,1,0,1,0,0,1,0,1,0,0,0,5.0,0,1.0,1
1914,11903,4.0,2.0,1,1,1,1,1,0,0,0,0,0,1,0,0,0,3.0,0,1.0,1
1915,11904,4.0,2.0,1,1,1,1,1,1,0,1,0,0,0,1,1,0,6.0,0,1.0,1
1916,11905,4.0,2.0,1,1,1,1,0,1,0,0,0,0,1,0,0,0,5.0,0,1.0,0
1917,11906,4.0,2.0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1.0,0,1.0,1
1918,11907,4.0,2.0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,2.0,0,2.0,1
1919,11908,3.0,2.0,1,1,1,1,0,1,0,0,0,0,1,0,0,0,2.0,0,2.0,1
1920,11909,1.0,2.0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,2.0,0,1.0,1
1921,11910,1.0,2.0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,2.0,0,1.0,1
1922,11911,4.0,2.0,1,1,1,0,0,1,0,0,0,0,1,0,0,0,2.0,0,2.0,1
1923,11912,1.0,2.0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,4.0,0,2.0,1
1924,11913,2.0,1.0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1.0,0,2.0,1
1925,11914,1.0,2.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.0,0,1.0,1
1926,11915,1.0,2.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2.0,0,2.0,1
1927,11916,4.0,2.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2.0,0,1.0,1
1928,11917,4.0,2.0,0,1,1,1,1,0,0,1,0,0,1,0,0,0,5.0,0,2.0,1
1929,11918,1.0,5.0,1,1,1,1,0,0,0,1,0,1,0,0,0,0,4.0,0,2.0,1
1930,11919,4.0,2.0,1,1,0,0,0,0,0,1,0,0,1,1,0,0,2.0,0,1.0,1
1931,11920,4.0,1.0,1,1,1,1,1,1,0,0,1,0,1,1,0,0,2.0,0,2.0,1
1932,11921,2.0,5.0,1,1,1,1,0,0,1,1,0,0,0,0,0,0,2.0,0,2.0,1
1933,11922,4.0,1.0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,4.0,0,1.0,1
1934,11923,4.0,1.0,0,1,1,1,1,1,0,0,1,0,0,0,0,0,4.0,0,1.0,1
1935,11924,4.0,1.0,1,1,1,1,1,0,0,1,1,0,0,0,0,0,4.0,0,2.0,0
1936,11925,1.0,2.0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,2.0,0,2.0,1
1937,11926,1.0,1.0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,4.0,0,2.0,1
1938,11927,1.0,1.0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1.0,0,1.0,1
1939,11928,3.0,5.0,0,1,0,1,0,1,1,1,0,0,0,0,0,0,2.0,0,2.0,1
1940,11929,1.0,1.0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1.0,0,2.0,1
1941,11930,2.0,1.0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1.0,0,2.0,0
1942,11931,4.0,1.0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,3.0,0,1.0,1
1943,11932,4.0,1.0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,3.0,0,1.0,1
1944,11933,1.0,3.0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,2.0,0,2.0,1
1945,11934,3.0,1.0,1,1,1,1,1,1,0,1,1,0,0,0,0,0,4.0,0,2.0,1
1946,11935,2.0,1.0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,4.0,0,1.0,1
1947,11936,4.0,1.0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,3.0,0,2.0,1
1948,11937,2.0,1.0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,5.0,0,1.0,1
1949,11938,1.0,3.0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,2.0,0,1.0,0
1950,11939,1.0,1.0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1.0,0,1.0,1
1951,11940,2.0,1.0,0,1,1,1,1,1,0,1,0,0,0,0,0,0,4.0,0,1.0,1
1952,11941,1.0,2.0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,2.0,0,1.0,1
1953,11942,2.0,5.0,1,1,1,1,0,0,0,1,1,0,0,0,0,0,1.0,0,2.0,1
1954,11943,2.0,1.0,1,1,1,1,1,1,0,1,0,0,0,0,0,0,1.0,0,2.0,1
1955,11944,2.0,1.0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,4.0,0,2.0,1
1956,11945,1.0,1.0,1,1,1,1,1,1,0,1,0,0,0,0,0,0,3.0,0,2.0,0
1957,11946,2.0,1.0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1.0,0,2.0,1
1958,11947,2.0,1.0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1.0,0,1.0,1
1959,11948,2.0,2.0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1.0,0,1.0,1
1960,11949,3.0,2.0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,3.0,0,1.0,1
1961,11950,1.0,1.0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1.0,0,2.0,1
1962,11951,2.0,2.0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,3.0,0,2.0,1
1963,11952,4.0,2.0,1,1,1,0,1,0,0,0,1,0,1,0,0,0,3.0,0,1.0,1
1964,11953,4.0,2.0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,3.0,0,1.0,1
1965,11954,1.0,5.0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1.0,0,2.0,1
1966,11955,2.0,2.0,1,1,1,1,1,0,0,0,0,0,1,0,0,0,3.0,0,1.0,1
1967,11956,2.0,1.0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,3.0,0,1.0,1
1968,11957,1.0,2.0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,2.0,0,2.0,1
1969,11958,4.0,2.0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,2.0,0,2.0,1
1970,11959,1.0,3.0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,3.0,0,1.0,1
1971,11960,1.0,2.0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,2.0,0,1.0,1
1972,11961,1.0,2.0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,5.0,0,1.0,1
1973,11962,1.0,2.0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,2.0,0,1.0,1
1974,11963,2.0,2.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1.0,0,1.0,1
1975,11964,3.0,2.0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,2.0,0,1.0,1
1976,11965,3.0,5.0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,6.0,0,2.0,1
1977,11966,1.0,1.0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,3.0,0,1.0,1
1978,11967,3.0,1.0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1.0,0,2.0,1
1979,11968,4.0,2.0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,2.0,0,2.0,1
1980,11969,1.0,2.0,1,1,1,1,0,0,0,0,1,0,1,1,0,0,2.0,0,1.0,1
1981,11970,1.0,3.0,1,1,1,1,1,0,0,1,0,0,1,0,0,0,4.0,0,2.0,1
1982,11971,2.0,5.0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,3.0,0,1.0,1
1983,11972,3.0,5.0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1.0,0,1.0,1
1984,11973,2.0,1.0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,1.0,0,2.0,1
1985,11974,2.0,1.0,1,1,1,1,1,1,0,1,0,0,0,0,0,0,2.0,0,2.0,1
1986,11975,4.0,2.0,0,1,1,1,0,0,1,0,0,0,1,0,0,0,2.0,0,1.0,1
1987,11976,1.0,1.0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1.0,0,2.0,1
1988,11977,1.0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1.0,0,2.0,1
1989,11978,1.0,1.0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1.0,0,2.0,1
1990,11979,1.0,1.0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,2.0,0,2.0,1
1991,11980,1.0,5.0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,6.0,0,2.0,1
1992,11981,2.0,1.0,1,1,1,1,0,0,0,0,1,0,1,0,0,0,4.0,0,1.0,1
1993,11982,1.0,1.0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,2.0,0,2.0,1
1994,11983,1.0,2.0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,5.0,0,1.0,1
1995,11984,4.0,2.0,1,1,1,1,1,1,1,1,0,0,1,0,0,0,2.0,0,2.0,1
1996,11985,1.0,3.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1.0,0,1.0,1
1997,11986,1.0,1.0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1.0,0,2.0,1
1998,11987,1.0,5.0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,2.0,0,2.0,1
1999,11988,4.0,3.0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,3.0,0,1.0,1
2000,11989,2.0,5.0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1.0,0,1.0,1
2001,11990,4.0,1.0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,3.0,0,1.0,1
2002,11991,2.0,5.0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,3.0,0,1.0,1
2003,11992,1.0,1.0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,2.0,0,1.0,1
2004,11993,2.0,1.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,3.0,0,1.0,1
2005,11994,2.0,1.0,0,1,1,1,1,0,0,0,0,0,1,0,0,0,2.0,0,2.0,1
2006,11995,1.0,1.0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1.0,0,2.0,1
2007,11996,4.0,2.0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,4.0,0,1.0,1
2008,11997,4.0,1.0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,3.0,0,1.0,1
2009,11998,2.0,1.0,1,1,1,1,1,0,1,0,1,0,0,0,0,0,4.0,0,2.0,1
2010,11999,2.0,1.0,1,1,1,1,1,1,0,0,1,0,0,0,0,0,3.0,0,2.0,1
2011,12000,2.0,1.0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,1.0,0,1.0,1
2012,12001,2.0,1.0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,2.0,0,2.0,1
2013,12002,3.0,1.0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,2.0,0,2.0,1
2014,12003,2.0,1.0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,6.0,0,1.0,0
2015,12004,1.0,2.0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,2.0,0,1.0,1
2016,12005,2.0,5.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1.0,0,2.0,1
2017,12006,4.0,2.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1.0,0,2.0,1
2018,12007,3.0,1.0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,2.0,0,2.0,1
2019,12008,4.0,1.0,1,1,1,1,1,1,1,1,0,1,0,0,0,0,3.0,0,1.0,0
