,Q2A1,Q5_1,QQ_1,QQ_2,QQ_3,QQ_4,QQ_5,QQ_6,QQ_7,QQ_8,QQ_9,QQ_10,QQ_11,QQ_12,QQ_13,QQ_14,CQ14_1T,D_COU,D_GEN,D_AGE,Q16_a,Q15_2A1,Q15_2A2,Q15_2A3,Q15_2A4,Q15_2A5,Q15_2A6,Q15_2A7,Q15_2A8,Q15_2A9,Q15_2A10,Q15_2A11,Q15_2A12,Q10_2A1
130,,2.0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1.0,1,1.0,3.0,1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,3.0,5.0,5.0,5.0
131,,2.0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,2.0,1,1.0,6.0,1,5.0,5.0,5.0,5.0,5.0,5.0,0.0,0.0,2.0,4.0,3.0,5.0,68.0
132,4.0,4.0,1,1,0,0,0,1,1,0,1,0,0,0,0,1,3.0,1,1.0,5.0,1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,5.0,5.0,3.0,7.0
133,,1.0,1,1,1,1,1,1,0,1,0,0,0,0,0,1,5.0,1,1.0,2.0,1,5.0,5.0,3.0,5.0,3.0,5.0,4.0,4.0,1.0,3.0,4.0,1.0,10.0
134,2.0,1.0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,1.0,1,2.0,2.0,1,4.0,5.0,4.0,4.0,5.0,5.0,4.0,4.0,5.0,5.0,5.0,5.0,3.0
135,2.0,1.0,1,1,1,1,1,1,0,0,1,0,0,0,0,0,4.0,1,1.0,1.0,1,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,5.0,5.0,5.0,2.0
136,4.0,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2.0,1,2.0,5.0,0,5.0,5.0,5.0,5.0,3.0,0.0,4.0,5.0,1.0,5.0,5.0,5.0,98.0
137,,1.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,6.0,1,2.0,5.0,1,3.0,5.0,5.0,4.0,4.0,4.0,3.0,5.0,4.0,4.0,4.0,5.0,68.0
138,2.0,1.0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1.0,1,1.0,3.0,1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,10.0
139,,1.0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,4.0,1,2.0,3.0,1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0
140,,1.0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,2.0,1,2.0,3.0,1,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,4.0,4.0,5.0,4.0,4.0
141,,1.0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,5.0,1,1.0,2.0,1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0
142,2.0,2.0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,4.0,1,2.0,2.0,1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,2.0
143,3.0,1.0,0,1,1,1,1,1,0,1,1,0,0,0,0,1,6.0,1,2.0,2.0,1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,2.0
144,2.0,1.0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,6.0,1,1.0,5.0,1,4.0,5.0,5.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0
145,,4.0,1,1,0,1,1,1,0,0,0,0,0,0,0,1,3.0,1,2.0,3.0,1,3.0,5.0,3.0,5.0,5.0,5.0,3.0,3.0,5.0,3.0,5.0,3.0,57.0
146,2.0,1.0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1.0,0,2.0,3.0,1,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,4.0,4.0,5.0,5.0,1.0
147,4.0,2.0,0,1,0,1,0,0,0,0,0,0,1,0,1,1,3.0,1,1.0,4.0,0,5.0,4.0,4.0,5.0,5.0,5.0,5.0,0.0,2.0,2.0,5.0,2.0,5.0
148,2.0,1.0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,3.0,0,2.0,5.0,1,4.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,2.0,4.0,4.0,5.0,1.0
149,5.0,5.0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1.0,1,1.0,1.0,1,3.0,3.0,3.0,4.0,5.0,5.0,5.0,2.0,1.0,5.0,5.0,5.0,78.0
150,2.0,1.0,0,1,1,1,1,0,0,1,1,0,1,0,0,1,2.0,1,1.0,2.0,1,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,20.0
151,,1.0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,4.0,1,1.0,1.0,1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,4.0,5.0,5.0,301.0
152,,1.0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,2.0,1,1.0,4.0,1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0
153,,1.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3.0,1,2.0,2.0,1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0
154,,1.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6.0,1,1.0,3.0,0,5.0,5.0,5.0,5.0,2.0,5.0,0.0,0.0,2.0,5.0,5.0,5.0,10.0
155,,1.0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,3.0,1,2.0,5.0,1,5.0,5.0,3.0,4.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,1.0
156,2.0,1.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1.0,1,2.0,4.0,1,5.0,5.0,5.0,5.0,3.0,5.0,0.0,5.0,2.0,3.0,5.0,5.0,10.0
157,2.0,1.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,6.0,1,2.0,3.0,0,3.0,5.0,4.0,3.0,3.0,4.0,4.0,5.0,3.0,3.0,4.0,4.0,10.0
158,,2.0,0,1,1,1,1,1,0,0,1,0,1,1,0,1,6.0,1,1.0,2.0,0,3.0,5.0,5.0,3.0,1.0,4.0,3.0,3.0,1.0,3.0,5.0,4.0,107.0
159,,3.0,0,1,1,1,1,1,0,0,0,0,0,1,0,1,6.0,1,1.0,2.0,1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,2.0,3.0,5.0,5.0,107.0
160,2.0,1.0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,5.0,1,2.0,2.0,1,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,4.0
161,4.0,2.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,3.0,1,2.0,3.0,1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,14.0
162,4.0,2.0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,6.0,1,1.0,3.0,1,2.0,5.0,5.0,5.0,4.0,4.0,0.0,5.0,3.0,3.0,5.0,5.0,107.0
163,4.0,2.0,0,1,0,0,1,1,0,0,0,1,0,1,0,1,2.0,1,1.0,2.0,1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,81.0
164,,1.0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1.0,0,1.0,2.0,1,4.0,4.0,3.0,4.0,5.0,4.0,3.0,4.0,3.0,3.0,4.0,5.0,8.0
165,4.0,2.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,5.0,1,1.0,2.0,1,5.0,5.0,3.0,5.0,5.0,5.0,0.0,0.0,5.0,5.0,5.0,5.0,16.0
166,2.0,2.0,1,1,0,1,0,1,0,0,0,1,0,1,0,1,3.0,1,1.0,3.0,1,5.0,5.0,3.0,4.0,5.0,4.0,4.0,5.0,4.0,4.0,5.0,5.0,81.0
167,2.0,1.0,1,1,0,1,0,0,0,0,1,0,0,0,0,1,6.0,1,2.0,5.0,1,5.0,4.0,4.0,5.0,4.0,5.0,4.0,5.0,4.0,5.0,4.0,5.0,5.0
168,2.0,1.0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1.0,0,1.0,2.0,1,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,5.0,2.0,57.0
169,,2.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,3.0,1,1.0,4.0,0,1.0,5.0,0.0,5.0,5.0,5.0,0.0,0.0,1.0,0.0,4.0,0.0,665.0
170,,1.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,98.0,1,1.0,4.0,1,3.0,5.0,5.0,5.0,4.0,5.0,0.0,5.0,5.0,2.0,5.0,5.0,219.0
171,4.0,2.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3.0,0,1.0,5.0,1,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,10.0
172,2.0,1.0,0,1,1,1,0,1,0,0,1,0,0,0,0,1,6.0,1,1.0,5.0,1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0
173,,3.0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,3.0,1,1.0,1.0,1,5.0,5.0,5.0,5.0,3.0,5.0,4.0,5.0,3.0,5.0,5.0,5.0,27.0
174,3.0,1.0,0,1,1,1,1,0,1,0,0,0,0,0,0,1,1.0,0,2.0,3.0,1,4.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,6.0
175,,1.0,0,1,1,1,0,1,0,0,0,0,0,0,0,1,2.0,1,1.0,3.0,1,4.0,5.0,5.0,4.0,3.0,5.0,5.0,5.0,5.0,4.0,5.0,4.0,1.0
176,3.0,1.0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,2.0,0,2.0,2.0,1,4.0,5.0,5.0,4.0,4.0,5.0,4.0,5.0,4.0,4.0,4.0,5.0,1.0
177,4.0,1.0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,98.0,1,1.0,2.0,1,4.0,4.0,4.0,5.0,4.0,5.0,5.0,5.0,3.0,3.0,4.0,5.0,5.0
178,2.0,1.0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,6.0,1,2.0,2.0,1,5.0,5.0,4.0,4.0,3.0,4.0,4.0,5.0,3.0,3.0,5.0,5.0,4.0
179,,1.0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,6.0,0,2.0,4.0,1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,2.0,5.0,5.0,5.0,1.0
180,,2.0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,3.0,1,1.0,3.0,1,3.0,4.0,5.0,4.0,3.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,1.0
181,2.0,1.0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,6.0,1,1.0,6.0,1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,5.0,5.0,1.0
182,4.0,1.0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,3.0,1,2.0,2.0,1,5.0,5.0,5.0,5.0,5.0,5.0,3.0,5.0,5.0,4.0,5.0,5.0,5.0
183,,1.0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1.0,1,2.0,2.0,0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,5.0,5.0,4.0
184,,1.0,1,1,0,1,1,0,0,0,1,0,0,0,0,1,5.0,1,2.0,2.0,1,5.0,4.0,3.0,4.0,5.0,5.0,5.0,5.0,2.0,3.0,5.0,5.0,107.0
185,2.0,1.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,98.0,1,2.0,4.0,1,5.0,0.0,0.0,5.0,5.0,4.0,0.0,0.0,4.0,0.0,5.0,5.0,68.0
186,2.0,2.0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,3.0,1,2.0,4.0,1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,746.0
187,,3.0,0,1,1,1,1,1,0,0,0,1,0,1,0,0,3.0,1,1.0,2.0,1,5.0,5.0,5.0,4.0,4.0,5.0,5.0,5.0,3.0,5.0,5.0,5.0,1.0
188,,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,3.0,1,2.0,3.0,1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,100.0
189,,1.0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1.0,0,1.0,2.0,1,4.0,5.0,3.0,3.0,4.0,4.0,3.0,5.0,2.0,3.0,5.0,5.0,4.0
190,,1.0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,4.0,1,1.0,3.0,1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,2.0,5.0,5.0,5.0,1.0
191,2.0,1.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1.0,0,2.0,4.0,0,3.0,3.0,3.0,4.0,4.0,1.0,3.0,4.0,3.0,3.0,3.0,4.0,80.0
192,,1.0,1,1,0,1,0,1,0,1,1,0,0,0,0,1,6.0,1,1.0,2.0,1,3.0,3.0,3.0,5.0,5.0,5.0,0.0,5.0,3.0,4.0,5.0,5.0,692.0
193,,1.0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,4.0,1,2.0,2.0,1,3.0,5.0,5.0,5.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,57.0
194,2.0,1.0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,5.0,1,1.0,1.0,1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,8.0
195,,1.0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,2.0,1,2.0,3.0,1,4.0,5.0,5.0,4.0,4.0,4.0,5.0,5.0,3.0,4.0,5.0,5.0,5.0
196,4.0,2.0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,1.0,1,2.0,2.0,0,4.0,5.0,4.0,4.0,5.0,3.0,5.0,5.0,4.0,4.0,5.0,5.0,107.0
197,3.0,1.0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,4.0,1,1.0,3.0,1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,2.0,5.0,5.0,5.0,5.0
198,2.0,1.0,1,1,1,1,0,1,0,0,0,0,0,0,0,1,4.0,1,2.0,2.0,1,3.0,2.0,2.0,3.0,4.0,4.0,3.0,4.0,1.0,3.0,3.0,3.0,10.0
199,4.0,2.0,1,1,0,1,1,0,0,1,0,0,0,0,0,0,4.0,1,1.0,5.0,1,4.0,5.0,3.0,4.0,4.0,5.0,4.0,4.0,3.0,4.0,5.0,5.0,78.0
200,4.0,1.0,1,1,1,0,1,1,1,0,0,1,1,1,0,1,3.0,0,1.0,3.0,1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0
201,4.0,1.0,1,1,1,1,1,1,1,0,0,1,0,0,0,1,4.0,0,2.0,5.0,1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,5.0,5.0,80.0
202,2.0,1.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,5.0,1,1.0,3.0,1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,281.0
203,3.0,1.0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,2.0,0,1.0,3.0,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,6.0
204,2.0,1.0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,3.0,0,1.0,3.0,1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,80.0
205,4.0,2.0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,98.0,1,1.0,5.0,1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,18.0
206,,2.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2.0,0,1.0,5.0,1,4.0,4.0,4.0,5.0,5.0,3.0,0.0,0.0,3.0,0.0,5.0,5.0,411.0
207,2.0,1.0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1.0,0,1.0,3.0,1,5.0,5.0,5.0,4.0,3.0,5.0,5.0,5.0,3.0,3.0,5.0,4.0,2.0
208,,3.0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,3.0,1,1.0,2.0,1,5.0,5.0,3.0,5.0,3.0,4.0,2.0,3.0,4.0,3.0,5.0,4.0,1.0
209,2.0,1.0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1.0,0,2.0,2.0,1,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,4.0,4.0,5.0,5.0,1.0
210,,1.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1.0,1,1.0,2.0,1,5.0,5.0,5.0,4.0,4.0,4.0,3.0,0.0,4.0,5.0,3.0,4.0,1.0
211,,2.0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,3.0,1,1.0,3.0,1,4.0,4.0,4.0,4.0,5.0,4.0,0.0,4.0,2.0,4.0,5.0,5.0,1.0
212,2.0,1.0,1,1,1,0,0,1,0,0,1,0,0,0,0,1,5.0,1,2.0,2.0,1,5.0,4.0,3.0,5.0,2.0,5.0,5.0,5.0,2.0,4.0,5.0,5.0,1.0
213,3.0,1.0,0,1,1,1,1,1,0,0,1,0,0,0,0,1,2.0,1,2.0,2.0,1,5.0,4.0,4.0,4.0,5.0,4.0,4.0,5.0,4.0,4.0,5.0,5.0,4.0
214,,2.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2.0,1,1.0,3.0,1,4.0,4.0,4.0,4.0,4.0,0.0,4.0,4.0,3.0,4.0,4.0,4.0,59.0
215,,2.0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,4.0,1,2.0,5.0,1,4.0,5.0,5.0,4.0,2.0,3.0,4.0,4.0,3.0,3.0,5.0,5.0,1.0
216,,2.0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,4.0,1,1.0,4.0,0,4.0,5.0,3.0,4.0,5.0,4.0,3.0,3.0,3.0,4.0,5.0,5.0,51.0
217,,2.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,6.0,1,1.0,2.0,1,4.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,16.0
218,,2.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,6.0,1,1.0,3.0,1,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,805.0
219,4.0,2.0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,6.0,1,1.0,4.0,0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
220,4.0,2.0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,6.0,1,2.0,5.0,1,4.0,4.0,4.0,4.0,2.0,5.0,3.0,4.0,4.0,3.0,5.0,5.0,3.0
221,,1.0,0,1,1,1,1,1,0,0,0,0,0,1,0,0,2.0,0,2.0,2.0,1,4.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,5.0,5.0,4.0
222,2.0,1.0,0,1,1,1,1,1,0,0,0,0,0,0,0,1,4.0,1,2.0,2.0,0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,5.0,4.0,4.0,5.0,5.0,1.0
223,2.0,1.0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,5.0,0,1.0,4.0,1,5.0,5.0,3.0,3.0,3.0,4.0,3.0,4.0,2.0,3.0,5.0,5.0,80.0
224,3.0,1.0,1,1,0,1,1,0,0,0,0,0,0,0,0,1,2.0,0,1.0,3.0,1,5.0,5.0,4.0,5.0,5.0,5.0,4.0,5.0,4.0,4.0,5.0,5.0,1.0
225,2.0,1.0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,6.0,1,2.0,3.0,1,5.0,4.0,4.0,5.0,4.0,4.0,5.0,5.0,3.0,4.0,5.0,5.0,5.0
226,3.0,1.0,0,1,1,1,1,0,0,0,1,0,0,0,0,1,2.0,0,1.0,2.0,1,5.0,4.0,5.0,4.0,3.0,4.0,5.0,4.0,4.0,2.0,4.0,3.0,80.0
227,2.0,1.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,6.0,1,1.0,4.0,1,5.0,4.0,4.0,4.0,4.0,5.0,5.0,4.0,4.0,5.0,5.0,5.0,1.0
228,2.0,1.0,1,1,1,1,1,0,0,0,0,0,0,0,0,1,2.0,0,2.0,2.0,1,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,4.0,5.0,5.0,1.0
229,2.0,1.0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,3.0,1,2.0,5.0,0,2.0,4.0,4.0,4.0,1.0,4.0,1.0,3.0,1.0,3.0,4.0,3.0,211.0
230,4.0,2.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,3.0,1,2.0,3.0,0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,61.0
231,2.0,1.0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,3.0,0,1.0,3.0,1,5.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,2.0,4.0,5.0,4.0,1.0
232,,1.0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,4.0,0,1.0,2.0,1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,14.0
233,,2.0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,3.0,0,1.0,4.0,1,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,2.0,3.0,3.0,3.0,2.0
234,3.0,1.0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,1.0,0,1.0,3.0,1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,5.0,5.0,1.0
235,4.0,2.0,1,1,0,1,0,1,0,0,0,0,1,0,0,0,2.0,0,1.0,2.0,1,5.0,5.0,5.0,4.0,5.0,4.0,2.0,4.0,3.0,3.0,4.0,4.0,1.0
236,,2.0,1,1,1,1,0,0,0,1,0,0,1,0,0,0,1.0,0,1.0,4.0,1,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0
237,,1.0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1.0,1,2.0,2.0,0,4.0,4.0,4.0,4.0,3.0,4.0,3.0,3.0,2.0,5.0,5.0,4.0,2.0
238,4.0,1.0,1,1,0,1,0,1,0,0,0,0,1,0,0,0,1.0,0,2.0,5.0,1,4.0,5.0,4.0,4.0,4.0,3.0,3.0,4.0,2.0,2.0,5.0,5.0,1.0
239,,2.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.0,0,1.0,4.0,1,5.0,5.0,3.0,5.0,4.0,0.0,4.0,0.0,2.0,0.0,5.0,5.0,1.0
240,,1.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1.0,0,2.0,3.0,1,5.0,5.0,5.0,4.0,5.0,5.0,5.0,4.0,4.0,3.0,5.0,4.0,61.0
241,2.0,1.0,1,1,1,1,1,0,1,1,0,1,0,0,0,1,4.0,0,2.0,5.0,1,4.0,3.0,3.0,4.0,5.0,4.0,4.0,4.0,3.0,3.0,3.0,4.0,62.0
242,3.0,1.0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1.0,0,2.0,2.0,1,5.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,10.0
243,4.0,2.0,1,1,1,1,0,1,0,0,0,0,0,0,1,0,6.0,0,2.0,4.0,1,4.0,4.0,2.0,4.0,3.0,4.0,3.0,3.0,3.0,2.0,4.0,5.0,14.0
244,2.0,1.0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1.0,0,1.0,2.0,1,4.0,5.0,5.0,5.0,4.0,4.0,3.0,4.0,3.0,2.0,5.0,5.0,1.0
245,2.0,1.0,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1.0,0,1.0,4.0,0,5.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,2.0,3.0,5.0,3.0,5.0
246,2.0,1.0,1,1,1,1,1,1,1,0,0,1,0,0,0,1,3.0,0,2.0,2.0,1,4.0,4.0,4.0,5.0,5.0,5.0,4.0,5.0,3.0,3.0,5.0,4.0,62.0
247,,1.0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,2.0,0,2.0,2.0,1,3.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,4.0,5.0,5.0,1.0
248,2.0,1.0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1.0,0,2.0,3.0,0,4.0,4.0,3.0,3.0,2.0,2.0,2.0,3.0,1.0,2.0,4.0,3.0,80.0
249,2.0,1.0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,2.0,0,2.0,5.0,1,4.0,5.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,5.0,5.0,1.0
250,2.0,1.0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,3.0,0,2.0,4.0,1,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,1.0
251,4.0,3.0,1,1,1,1,1,0,1,0,0,0,0,1,0,0,3.0,0,2.0,4.0,1,5.0,0.0,4.0,4.0,4.0,5.0,5.0,4.0,4.0,4.0,4.0,5.0,4.0
252,3.0,1.0,1,1,0,1,1,1,1,0,0,0,0,0,0,1,2.0,0,2.0,2.0,1,4.0,4.0,4.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,2.0
253,4.0,3.0,1,1,1,1,1,1,1,0,0,0,0,1,0,0,3.0,0,1.0,5.0,1,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,3.0,4.0,4.0,80.0
254,2.0,1.0,0,1,1,1,1,1,1,0,0,0,0,0,0,1,2.0,0,2.0,2.0,1,4.0,4.0,4.0,4.0,3.0,4.0,4.0,3.0,4.0,3.0,4.0,4.0,80.0
255,2.0,1.0,1,1,1,1,1,0,1,0,0,0,0,0,0,1,4.0,0,1.0,5.0,1,5.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,3.0,4.0,5.0,4.0,62.0
256,4.0,3.0,1,1,1,1,1,0,1,0,0,0,0,1,0,0,3.0,0,2.0,3.0,1,2.0,4.0,3.0,4.0,4.0,4.0,3.0,4.0,2.0,4.0,4.0,4.0,1.0
257,3.0,1.0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,3.0,0,1.0,3.0,1,4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,4.0,4.0,4.0,5.0,80.0
258,2.0,1.0,1,1,1,1,0,1,0,0,0,0,0,0,0,1,5.0,0,1.0,1.0,0,3.0,3.0,4.0,2.0,5.0,5.0,1.0,5.0,3.0,3.0,5.0,5.0,1.0
259,2.0,1.0,1,1,1,1,1,1,1,0,1,0,0,0,0,1,2.0,0,2.0,1.0,1,4.0,3.0,3.0,5.0,5.0,3.0,4.0,5.0,4.0,4.0,4.0,3.0,77.0
260,2.0,1.0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,2.0,0,1.0,2.0,1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,4.0,5.0,5.0,1.0
