,2019,2019,2018,2018,2017,2017,2016,2016,2015,2015,2014,2014
,D,S,D,S,D,S,D,S,D,S,D,S
말레이시아,1.9,88.1,2.2,89.3,1.7,87.9,1.8,89.1,1.6,89.8,1.2,85.9
중동전체,2.3,83.6,2.1,83.3,2.3,83.8,1.5,89.3,1.5,92.6,1.1,92.9
중앙아시아,1.7,79.1,0,0,0,0,0,0,0,0,0,0
GCC,3.4,89.3,0,0,0,0,0,0,0,0,0,0
기타중동,3.2,92.9,0,0,0,0,0,0,0,0,0,0
인도네시아,0.2,93.4,0.8,90,2.1,73.4,0,0,0,0,0,0
