,2019,2019,2018,2018,2017,2017,2016,2016,2015,2015,2014,2014
,D,S,D,S,D,S,D,S,D,S,D,S
말레이시아,1.5,88.2,1.1,88,0.3,93.6,0.9,93.8,0.3,91.4,0.7,93.4
중동전체,1.8,93.1,2.1,93.8,0.7,95.6,0.2,96.7,0.5,95.4,0.2,95.6
중앙아시아,0.5,97,0,,0,,0,,0,,0,
GCC,4.5,85.3,0,,0,,0,,0,,0,
기타중동,3.6,87.1,0,,0,,0,,0,,0,
인도네시아,1.6,90.1,1.4,90.7,0.9,92,0,0,0,0,0,0
