,2019,2019,2018,2018,2017,2017,2016,2016,2015,2015,2014,2014
,D,S,D,S,D,S,D,S,D,S,D,S
말레이시아,2.6,77.2,1.1,81.1,1.2,84.3,1.1,88.9,2.8,84.9,1.7,81.8
중동전체,3.6,87.2,3.2,82.3,0.9,88.7,1,88.1,1.5,83.8,1.6,79.1
중앙아시아,2.1,87.9,0,0,0,0,0,0,0,0,0,0
GCC,3.5,83.6,0,0,0,0,0,0,0,0,0,0
기타중동,7.6,88.2,0,0,0,0,0,0,0,0,0,0
인도네시아,3,76.6,2.8,81.1,2.8,82.9,0,0,0,0,0,0
