,2019,2019,2018,2018,2017,2017,2016,2016,2015,2015,2014,2014
,D,S,D,S,D,S,D,S,D,S,D,S
말레이시아,0.6,92,0.4,91.6,0.3,90.6,0.5,92.3,0.1,93.3,0.5,89.6
중동전체,0.5,91.2,1.4,90.3,1.6,91.4,0.2,94.2,0.8,91.4,0.4,92.4
중앙아시아,0.4,91.6,0,0,0,0,0,0,0,0,0,0
GCC,1.3,88.1,0,0,0,0,0,0,0,0,0,0
기타중동,0.5,92.5,0,0,0,0,0,0,0,0,0,0
인도네시아,0.7,91.6,0.2,87.6,0.3,94.8,0,0,0,0,0,0
