,2019,2019,2018,2018,2017,2017,2016,2016,2015,2015,2014,2014
,D,S,D,S,D,S,D,S,D,S,D,S
말레이시아,2,87.8,1.7,88.6,0.8,89.1,1.7,89.3,0.5,90.3,1.2,88.2
중동전체,2.3,92.3,3.2,89.2,1.2,93.6,1.4,95.3,1.3,96,0.2,96.2
중앙아시아,2.1,93.3,0,,0,,0,,0,,0,
GCC,4.4,84.4,0,,0,,0,,0,,0,
기타중동,1.5,94.8,0,,0,,0,,0,,0,
인도네시아,1.9,90.3,2.8,88.1,1.8,83.2,0,0,0,0,0,0
