,2019,2019,2018,2018,2017,2017,2016,2016,2015,2015,2014,2014
,D,S,D,S,D,S,D,S,D,S,D,S
말레이시아,4.6,71,6.2,61.3,6.4,63.4,5.3,64.6,5.6,59.6,5.5,63.7
중동전체,5.6,73.5,6.8,67.4,5.6,71.2,2.6,84.3,6.7,77.4,2.9,84
중앙아시아,4.2,77,0,0,0,0,0,0,0,0,0,0
GCC,7.9,67.7,0,0,0,0,0,0,0,0,0,0
기타중동,8.5,65.9,0,0,0,0,0,0,0,0,0,0
인도네시아,2.7,72.9,7.2,63.8,9.4,51.9,0,0,0,0,0,0
