,2019,2019,2018,2018,2017,2017,2016,2016,2015,2015,2014,2014
,D,S,D,S,D,S,D,S,D,S,D,S
말레이시아,0.5,86.8,1.4,86.7,0.4,91,0.3,89.5,1,87.5,0.1,91.7
중동전체,0.5,93.5,1.1,89.4,0.9,91.6,0.7,95.6,0.8,94.5,1.2,91.3
중앙아시아,0.3,95,0,0,0,0,0,0,0,0,0,0
GCC,1.3,88.5,0,0,0,0,0,0,0,0,0,0
기타중동,0.6,92.7,0,0,0,0,0,0,0,0,0,0
인도네시아,1.2,89.9,0.5,88.9,1.1,90.6,0,0,0,0,0,0
